GlobalID_Qdt,decimalLatitude,decimalLongitude,LIT,unitName,subunitName,eventDate,recordedBy,quadratSize,managementAction,taxonID,vernacularName,stratum,plantHeight,nSeedHeads,eventRemarks,GlobalID_seed,measurementType,measurementValue
314,41.45172018,-120.5247092,MDC,Upper Goose Pond,,8/20/2020 17:39,JS,30x30cm,none,41605,Swamp Timothy,low,0.800000012,47,,314_3,sh_length_mm,14
314,41.45172018,-120.5247092,MDC,Upper Goose Pond,,8/20/2020 17:39,JS,30x30cm,none,41605,Swamp Timothy,low,0.800000012,47,,314_4,sh_length_mm,2
314,41.45172018,-120.5247092,MDC,Upper Goose Pond,,8/20/2020 17:39,JS,30x30cm,none,41605,Swamp Timothy,low,0.800000012,47,,314_5,sh_length_mm,8
315,41.45175247,-120.5248139,MDC,Upper Goose Pond,,8/20/2020 17:45,JS,5x5cm,none,41605,Swamp Timothy,high,7.800000191,25,,315_1,sh_length_mm,6
315,41.45175247,-120.5248139,MDC,Upper Goose Pond,,8/20/2020 17:45,JS,5x5cm,none,41605,Swamp Timothy,high,7.800000191,25,,315_2,sh_length_mm,6
315,41.45175247,-120.5248139,MDC,Upper Goose Pond,,8/20/2020 17:45,JS,5x5cm,none,41605,Swamp Timothy,high,7.800000191,25,,315_3,sh_length_mm,6
315,41.45175247,-120.5248139,MDC,Upper Goose Pond,,8/20/2020 17:45,JS,5x5cm,none,41605,Swamp Timothy,high,7.800000191,25,,315_4,sh_length_mm,6
315,41.45175247,-120.5248139,MDC,Upper Goose Pond,,8/20/2020 17:45,JS,5x5cm,none,41605,Swamp Timothy,high,7.800000191,25,,315_5,sh_length_mm,10
316,41.45243513,-120.5235968,MDC,Upper Goose Pond,,8/20/2020 17:56,JS,15x15cm,none,41605,Swamp Timothy,medium,2,39,,316_1,sh_length_mm,6
316,41.45243513,-120.5235968,MDC,Upper Goose Pond,,8/20/2020 17:56,JS,15x15cm,none,41605,Swamp Timothy,medium,2,39,,316_2,sh_length_mm,10
316,41.45243513,-120.5235968,MDC,Upper Goose Pond,,8/20/2020 17:56,JS,15x15cm,none,41605,Swamp Timothy,medium,2,39,,316_3,sh_length_mm,4
316,41.45243513,-120.5235968,MDC,Upper Goose Pond,,8/20/2020 17:56,JS,15x15cm,none,41605,Swamp Timothy,medium,2,39,,316_4,sh_length_mm,18
316,41.45243513,-120.5235968,MDC,Upper Goose Pond,,8/20/2020 17:56,JS,15x15cm,none,41605,Swamp Timothy,medium,2,39,,316_5,sh_length_mm,0
317,41.45239282,-120.5234872,MDC,Upper Goose Pond,,8/20/2020 17:59,JS,5x5cm,none,41605,Swamp Timothy,high,3.400000095,32,,317_1,sh_length_mm,8
317,41.45239282,-120.5234872,MDC,Upper Goose Pond,,8/20/2020 17:59,JS,5x5cm,none,41605,Swamp Timothy,high,3.400000095,32,,317_2,sh_length_mm,26
317,41.45239282,-120.5234872,MDC,Upper Goose Pond,,8/20/2020 17:59,JS,5x5cm,none,41605,Swamp Timothy,high,3.400000095,32,,317_3,sh_length_mm,28
317,41.45239282,-120.5234872,MDC,Upper Goose Pond,,8/20/2020 17:59,JS,5x5cm,none,41605,Swamp Timothy,high,3.400000095,32,,317_4,sh_length_mm,6
317,41.45239282,-120.5234872,MDC,Upper Goose Pond,,8/20/2020 17:59,JS,5x5cm,none,41605,Swamp Timothy,high,3.400000095,32,,317_5,sh_length_mm,8
318,41.45355598,-120.5226643,MDC,Upper Goose Pond,,8/20/2020 18:07,JS,30x30cm,none,41605,Swamp Timothy,low,2,9,Smartweed and a few water grass plants present,318_1,sh_length_mm,4
318,41.45355598,-120.5226643,MDC,Upper Goose Pond,,8/20/2020 18:07,JS,30x30cm,none,41605,Swamp Timothy,low,2,9,Smartweed and a few water grass plants present,318_2,sh_length_mm,1
318,41.45355598,-120.5226643,MDC,Upper Goose Pond,,8/20/2020 18:07,JS,30x30cm,none,41605,Swamp Timothy,low,2,9,Smartweed and a few water grass plants present,318_3,sh_length_mm,2
318,41.45355598,-120.5226643,MDC,Upper Goose Pond,,8/20/2020 18:07,JS,30x30cm,none,41605,Swamp Timothy,low,2,9,Smartweed and a few water grass plants present,318_4,sh_length_mm,0
318,41.45355598,-120.5226643,MDC,Upper Goose Pond,,8/20/2020 18:07,JS,30x30cm,none,41605,Swamp Timothy,low,2,9,Smartweed and a few water grass plants present,318_5,sh_length_mm,0
319,41.45341445,-120.5226991,MDC,Upper Goose Pond,,8/20/2020 18:11,JS,30x30cm,none,41605,Swamp Timothy,low,2.599999905,15,,319_1,sh_length_mm,8
319,41.45341445,-120.5226991,MDC,Upper Goose Pond,,8/20/2020 18:11,JS,30x30cm,none,41605,Swamp Timothy,low,2.599999905,15,,319_2,sh_length_mm,4
319,41.45341445,-120.5226991,MDC,Upper Goose Pond,,8/20/2020 18:11,JS,30x30cm,none,41605,Swamp Timothy,low,2.599999905,15,,319_3,sh_length_mm,10
319,41.45341445,-120.5226991,MDC,Upper Goose Pond,,8/20/2020 18:11,JS,30x30cm,none,41605,Swamp Timothy,low,2.599999905,15,,319_4,sh_length_mm,0
319,41.45341445,-120.5226991,MDC,Upper Goose Pond,,8/20/2020 18:11,JS,30x30cm,none,41605,Swamp Timothy,low,2.599999905,15,,319_5,sh_length_mm,0
320,41.45366555,-120.5233653,MDC,Upper Goose Pond,,8/20/2020 18:15,JS,15x15cm,none,41605,Swamp Timothy,low,2,47,,320_1,sh_length_mm,2
320,41.45366555,-120.5233653,MDC,Upper Goose Pond,,8/20/2020 18:15,JS,15x15cm,none,41605,Swamp Timothy,low,2,47,,320_2,sh_length_mm,4
320,41.45366555,-120.5233653,MDC,Upper Goose Pond,,8/20/2020 18:15,JS,15x15cm,none,41605,Swamp Timothy,low,2,47,,320_3,sh_length_mm,2
320,41.45366555,-120.5233653,MDC,Upper Goose Pond,,8/20/2020 18:15,JS,15x15cm,none,41605,Swamp Timothy,low,2,47,,320_4,sh_length_mm,4
320,41.45366555,-120.5233653,MDC,Upper Goose Pond,,8/20/2020 18:15,JS,15x15cm,none,41605,Swamp Timothy,low,2,47,,320_5,sh_length_mm,6
321,41.45376752,-120.5234359,MDC,Upper Goose Pond,,8/20/2020 18:18,JS,5x5cm,none,41605,Swamp Timothy,high,4,39,,321_1,sh_length_mm,6
321,41.45376752,-120.5234359,MDC,Upper Goose Pond,,8/20/2020 18:18,JS,5x5cm,none,41605,Swamp Timothy,high,4,39,,321_2,sh_length_mm,14
321,41.45376752,-120.5234359,MDC,Upper Goose Pond,,8/20/2020 18:18,JS,5x5cm,none,41605,Swamp Timothy,high,4,39,,321_3,sh_length_mm,20
321,41.45376752,-120.5234359,MDC,Upper Goose Pond,,8/20/2020 18:18,JS,5x5cm,none,41605,Swamp Timothy,high,4,39,,321_4,sh_length_mm,12
321,41.45376752,-120.5234359,MDC,Upper Goose Pond,,8/20/2020 18:18,JS,5x5cm,none,41605,Swamp Timothy,high,4,39,,321_5,sh_length_mm,4
322,41.45778768,-120.534183,MDC,Gadwall,,8/20/2020 19:01,JS,30x30cm,none,41605,Swamp Timothy,low,3.400000095,2,,322_1,sh_length_mm,4
322,41.45778768,-120.534183,MDC,Gadwall,,8/20/2020 19:01,JS,30x30cm,none,41605,Swamp Timothy,low,3.400000095,2,,322_2,sh_length_mm,0
322,41.45778768,-120.534183,MDC,Gadwall,,8/20/2020 19:01,JS,30x30cm,none,41605,Swamp Timothy,low,3.400000095,2,,322_3,sh_length_mm,0
322,41.45778768,-120.534183,MDC,Gadwall,,8/20/2020 19:01,JS,30x30cm,none,41605,Swamp Timothy,low,3.400000095,2,,322_4,sh_length_mm,4
322,41.45778768,-120.534183,MDC,Gadwall,,8/20/2020 19:01,JS,30x30cm,none,41605,Swamp Timothy,low,3.400000095,2,,322_5,sh_length_mm,0
323,41.4578899,-120.5342831,MDC,Gadwall,,8/20/2020 19:07,JS,30x30cm,none,502210,Watergrass,low,26,4,,323_1,sh_length_mm,20
323,41.4578899,-120.5342831,MDC,Gadwall,,8/20/2020 19:07,JS,30x30cm,none,502210,Watergrass,low,26,4,,323_1,f2t_length_mm,24
323,41.4578899,-120.5342831,MDC,Gadwall,,8/20/2020 19:07,JS,30x30cm,none,502210,Watergrass,low,26,4,,323_2,sh_length_mm,30
323,41.4578899,-120.5342831,MDC,Gadwall,,8/20/2020 19:07,JS,30x30cm,none,502210,Watergrass,low,26,4,,323_2,f2t_length_mm,50
323,41.4578899,-120.5342831,MDC,Gadwall,,8/20/2020 19:07,JS,30x30cm,none,502210,Watergrass,low,26,4,,323_3,sh_length_mm,164
323,41.4578899,-120.5342831,MDC,Gadwall,,8/20/2020 19:07,JS,30x30cm,none,502210,Watergrass,low,26,4,,323_3,f2t_length_mm,60
323,41.4578899,-120.5342831,MDC,Gadwall,,8/20/2020 19:07,JS,30x30cm,none,502210,Watergrass,low,26,4,,323_4,sh_length_mm,26
323,41.4578899,-120.5342831,MDC,Gadwall,,8/20/2020 19:07,JS,30x30cm,none,502210,Watergrass,low,26,4,,323_4,f2t_length_mm,58
323,41.4578899,-120.5342831,MDC,Gadwall,,8/20/2020 19:07,JS,30x30cm,none,502210,Watergrass,low,26,4,,323_5,sh_length_mm,0
323,41.4578899,-120.5342831,MDC,Gadwall,,8/20/2020 19:07,JS,30x30cm,none,502210,Watergrass,low,26,4,,323_5,f2t_length_mm,0
324,41.45710667,-120.5348024,MDC,Gadwall,,8/20/2020 19:24,JS,30x30cm,none,502210,Watergrass,medium,80,5,,324_1,sh_length_mm,60
324,41.45710667,-120.5348024,MDC,Gadwall,,8/20/2020 19:24,JS,30x30cm,none,502210,Watergrass,medium,80,5,,324_1,f2t_length_mm,60
324,41.45710667,-120.5348024,MDC,Gadwall,,8/20/2020 19:24,JS,30x30cm,none,502210,Watergrass,medium,80,5,,324_2,sh_length_mm,88
324,41.45710667,-120.5348024,MDC,Gadwall,,8/20/2020 19:24,JS,30x30cm,none,502210,Watergrass,medium,80,5,,324_2,f2t_length_mm,88
324,41.45710667,-120.5348024,MDC,Gadwall,,8/20/2020 19:24,JS,30x30cm,none,502210,Watergrass,medium,80,5,,324_3,sh_length_mm,40
324,41.45710667,-120.5348024,MDC,Gadwall,,8/20/2020 19:24,JS,30x30cm,none,502210,Watergrass,medium,80,5,,324_3,f2t_length_mm,40
324,41.45710667,-120.5348024,MDC,Gadwall,,8/20/2020 19:24,JS,30x30cm,none,502210,Watergrass,medium,80,5,,324_4,sh_length_mm,160
324,41.45710667,-120.5348024,MDC,Gadwall,,8/20/2020 19:24,JS,30x30cm,none,502210,Watergrass,medium,80,5,,324_4,f2t_length_mm,80
324,41.45710667,-120.5348024,MDC,Gadwall,,8/20/2020 19:24,JS,30x30cm,none,502210,Watergrass,medium,80,5,,324_5,sh_length_mm,0
324,41.45710667,-120.5348024,MDC,Gadwall,,8/20/2020 19:24,JS,30x30cm,none,502210,Watergrass,medium,80,5,,324_5,f2t_length_mm,0
325,41.45706137,-120.5347463,MDC,Gadwall,,8/20/2020 19:31,JS,30x30cm,none,502210,Watergrass,low,0,0,,325_1,sh_length_mm,0
325,41.45706137,-120.5347463,MDC,Gadwall,,8/20/2020 19:31,JS,30x30cm,none,502210,Watergrass,low,0,0,,325_1,f2t_length_mm,0
325,41.45706137,-120.5347463,MDC,Gadwall,,8/20/2020 19:31,JS,30x30cm,none,502210,Watergrass,low,0,0,,325_2,sh_length_mm,0
325,41.45706137,-120.5347463,MDC,Gadwall,,8/20/2020 19:31,JS,30x30cm,none,502210,Watergrass,low,0,0,,325_2,f2t_length_mm,0
325,41.45706137,-120.5347463,MDC,Gadwall,,8/20/2020 19:31,JS,30x30cm,none,502210,Watergrass,low,0,0,,325_3,sh_length_mm,0
325,41.45706137,-120.5347463,MDC,Gadwall,,8/20/2020 19:31,JS,30x30cm,none,502210,Watergrass,low,0,0,,325_3,f2t_length_mm,0
325,41.45706137,-120.5347463,MDC,Gadwall,,8/20/2020 19:31,JS,30x30cm,none,502210,Watergrass,low,0,0,,325_4,sh_length_mm,0
325,41.45706137,-120.5347463,MDC,Gadwall,,8/20/2020 19:31,JS,30x30cm,none,502210,Watergrass,low,0,0,,325_4,f2t_length_mm,0
325,41.45706137,-120.5347463,MDC,Gadwall,,8/20/2020 19:31,JS,30x30cm,none,502210,Watergrass,low,0,0,,325_5,sh_length_mm,0
325,41.45706137,-120.5347463,MDC,Gadwall,,8/20/2020 19:31,JS,30x30cm,none,502210,Watergrass,low,0,0,,325_5,f2t_length_mm,0
326,41.4587468,-120.5365519,MDC,Gadwall,,8/20/2020 20:19,JS,5x5cm,none,502210,Watergrass,high,11,50,,326_1,sh_length_mm,30
326,41.4587468,-120.5365519,MDC,Gadwall,,8/20/2020 20:19,JS,5x5cm,none,502210,Watergrass,high,11,50,,326_2,sh_length_mm,26
326,41.4587468,-120.5365519,MDC,Gadwall,,8/20/2020 20:19,JS,5x5cm,none,502210,Watergrass,high,11,50,,326_3,sh_length_mm,12
326,41.4587468,-120.5365519,MDC,Gadwall,,8/20/2020 20:19,JS,5x5cm,none,502210,Watergrass,high,11,50,,326_4,sh_length_mm,28
326,41.4587468,-120.5365519,MDC,Gadwall,,8/20/2020 20:19,JS,5x5cm,none,502210,Watergrass,high,11,50,,326_5,sh_length_mm,14
327,41.4587428,-120.5364781,MDC,Gadwall,,8/20/2020 20:25,JS,5x5cm,none,41605,Swamp Timothy,high,8,42,,327_1,sh_length_mm,14
327,41.4587428,-120.5364781,MDC,Gadwall,,8/20/2020 20:25,JS,5x5cm,none,41605,Swamp Timothy,high,8,42,,327_2,sh_length_mm,12
327,41.4587428,-120.5364781,MDC,Gadwall,,8/20/2020 20:25,JS,5x5cm,none,41605,Swamp Timothy,high,8,42,,327_3,sh_length_mm,10
327,41.4587428,-120.5364781,MDC,Gadwall,,8/20/2020 20:25,JS,5x5cm,none,41605,Swamp Timothy,high,8,42,,327_4,sh_length_mm,24
327,41.4587428,-120.5364781,MDC,Gadwall,,8/20/2020 20:25,JS,5x5cm,none,41605,Swamp Timothy,high,8,42,,327_5,sh_length_mm,28
332,41.47208638,-120.5232792,MDC,Duck Ponds,,8/24/2020 16:00,JS,15x15cm,none,41605,Swamp Timothy,medium,2.400000095,120,,332_1,sh_length_mm,12
332,41.47208638,-120.5232792,MDC,Duck Ponds,,8/24/2020 16:00,JS,15x15cm,none,41605,Swamp Timothy,medium,2.400000095,120,,332_2,sh_length_mm,6
332,41.47208638,-120.5232792,MDC,Duck Ponds,,8/24/2020 16:00,JS,15x15cm,none,41605,Swamp Timothy,medium,2.400000095,120,,332_3,sh_length_mm,10
332,41.47208638,-120.5232792,MDC,Duck Ponds,,8/24/2020 16:00,JS,15x15cm,none,41605,Swamp Timothy,medium,2.400000095,120,,332_4,sh_length_mm,12
332,41.47208638,-120.5232792,MDC,Duck Ponds,,8/24/2020 16:00,JS,15x15cm,none,41605,Swamp Timothy,medium,2.400000095,120,,332_5,sh_length_mm,12
333,41.4720804,-120.5232922,MDC,Duck Ponds,,8/24/2020 16:08,JS,30x30cm,none,41605,Swamp Timothy,low,2.200000048,110,,333_1,sh_length_mm,16
333,41.4720804,-120.5232922,MDC,Duck Ponds,,8/24/2020 16:08,JS,30x30cm,none,41605,Swamp Timothy,low,2.200000048,110,,333_2,sh_length_mm,12
333,41.4720804,-120.5232922,MDC,Duck Ponds,,8/24/2020 16:08,JS,30x30cm,none,41605,Swamp Timothy,low,2.200000048,110,,333_3,sh_length_mm,12
333,41.4720804,-120.5232922,MDC,Duck Ponds,,8/24/2020 16:08,JS,30x30cm,none,41605,Swamp Timothy,low,2.200000048,110,,333_4,sh_length_mm,10
333,41.4720804,-120.5232922,MDC,Duck Ponds,,8/24/2020 16:08,JS,30x30cm,none,41605,Swamp Timothy,low,2.200000048,110,,333_5,sh_length_mm,16
334,41.47004858,-120.523952,MDC,Duck Ponds,,8/24/2020 16:25,JS,5x5cm,none,41605,Swamp Timothy,high,6.400000095,38,,334_1,sh_length_mm,14
334,41.47004858,-120.523952,MDC,Duck Ponds,,8/24/2020 16:25,JS,5x5cm,none,41605,Swamp Timothy,high,6.400000095,38,,334_2,sh_length_mm,10
334,41.47004858,-120.523952,MDC,Duck Ponds,,8/24/2020 16:25,JS,5x5cm,none,41605,Swamp Timothy,high,6.400000095,38,,334_3,sh_length_mm,8
334,41.47004858,-120.523952,MDC,Duck Ponds,,8/24/2020 16:25,JS,5x5cm,none,41605,Swamp Timothy,high,6.400000095,38,,334_4,sh_length_mm,18
334,41.47004858,-120.523952,MDC,Duck Ponds,,8/24/2020 16:25,JS,5x5cm,none,41605,Swamp Timothy,high,6.400000095,38,,334_5,sh_length_mm,8
335,41.4701114,-120.5238764,MDC,Duck Ponds,,8/24/2020 16:29,JS,15x15cm,none,41605,Swamp Timothy,medium,8,69,,335_1,sh_length_mm,10
335,41.4701114,-120.5238764,MDC,Duck Ponds,,8/24/2020 16:29,JS,15x15cm,none,41605,Swamp Timothy,medium,8,69,,335_2,sh_length_mm,6
335,41.4701114,-120.5238764,MDC,Duck Ponds,,8/24/2020 16:29,JS,15x15cm,none,41605,Swamp Timothy,medium,8,69,,335_3,sh_length_mm,28
335,41.4701114,-120.5238764,MDC,Duck Ponds,,8/24/2020 16:29,JS,15x15cm,none,41605,Swamp Timothy,medium,8,69,,335_4,sh_length_mm,4
335,41.4701114,-120.5238764,MDC,Duck Ponds,,8/24/2020 16:29,JS,15x15cm,none,41605,Swamp Timothy,medium,8,69,,335_5,sh_length_mm,8
336,41.4712067,-120.520791,MDC,Duck Ponds,,8/24/2020 16:50,JS,5x5cm,none,41605,Swamp Timothy,high,3.5,22,,336_1,sh_length_mm,18
336,41.4712067,-120.520791,MDC,Duck Ponds,,8/24/2020 16:50,JS,5x5cm,none,41605,Swamp Timothy,high,3.5,22,,336_2,sh_length_mm,6
336,41.4712067,-120.520791,MDC,Duck Ponds,,8/24/2020 16:50,JS,5x5cm,none,41605,Swamp Timothy,high,3.5,22,,336_3,sh_length_mm,14
336,41.4712067,-120.520791,MDC,Duck Ponds,,8/24/2020 16:50,JS,5x5cm,none,41605,Swamp Timothy,high,3.5,22,,336_4,sh_length_mm,6
336,41.4712067,-120.520791,MDC,Duck Ponds,,8/24/2020 16:50,JS,5x5cm,none,41605,Swamp Timothy,high,3.5,22,,336_5,sh_length_mm,4
337,41.47128377,-120.5207053,MDC,Duck Ponds,,8/24/2020 16:59,JS,30x30cm,none,41605,Swamp Timothy,medium,7.599999905,98,,337_1,sh_length_mm,26
337,41.47128377,-120.5207053,MDC,Duck Ponds,,8/24/2020 16:59,JS,30x30cm,none,41605,Swamp Timothy,medium,7.599999905,98,,337_2,sh_length_mm,38
337,41.47128377,-120.5207053,MDC,Duck Ponds,,8/24/2020 16:59,JS,30x30cm,none,41605,Swamp Timothy,medium,7.599999905,98,,337_3,sh_length_mm,24
337,41.47128377,-120.5207053,MDC,Duck Ponds,,8/24/2020 16:59,JS,30x30cm,none,41605,Swamp Timothy,medium,7.599999905,98,,337_4,sh_length_mm,10
337,41.47128377,-120.5207053,MDC,Duck Ponds,,8/24/2020 16:59,JS,30x30cm,none,41605,Swamp Timothy,medium,7.599999905,98,,337_5,sh_length_mm,30
338,41.46862995,-120.521746,MDC,Duck Ponds,,8/24/2020 17:25,JS,30x30cm,none,41605,Swamp Timothy,medium,10,132,,338_1,sh_length_mm,28
338,41.46862995,-120.521746,MDC,Duck Ponds,,8/24/2020 17:25,JS,30x30cm,none,41605,Swamp Timothy,medium,10,132,,338_2,sh_length_mm,30
338,41.46862995,-120.521746,MDC,Duck Ponds,,8/24/2020 17:25,JS,30x30cm,none,41605,Swamp Timothy,medium,10,132,,338_3,sh_length_mm,40
338,41.46862995,-120.521746,MDC,Duck Ponds,,8/24/2020 17:25,JS,30x30cm,none,41605,Swamp Timothy,medium,10,132,,338_4,sh_length_mm,44
338,41.46862995,-120.521746,MDC,Duck Ponds,,8/24/2020 17:25,JS,30x30cm,none,41605,Swamp Timothy,medium,10,132,,338_5,sh_length_mm,38
339,41.46877583,-120.5217941,MDC,Duck Ponds,,8/24/2020 17:28,JS,30x30cm,none,41605,Swamp Timothy,medium,7,59,,339_1,sh_length_mm,38
339,41.46877583,-120.5217941,MDC,Duck Ponds,,8/24/2020 17:28,JS,30x30cm,none,41605,Swamp Timothy,medium,7,59,,339_2,sh_length_mm,30
339,41.46877583,-120.5217941,MDC,Duck Ponds,,8/24/2020 17:28,JS,30x30cm,none,41605,Swamp Timothy,medium,7,59,,339_3,sh_length_mm,14
339,41.46877583,-120.5217941,MDC,Duck Ponds,,8/24/2020 17:28,JS,30x30cm,none,41605,Swamp Timothy,medium,7,59,,339_4,sh_length_mm,10
339,41.46877583,-120.5217941,MDC,Duck Ponds,,8/24/2020 17:28,JS,30x30cm,none,41605,Swamp Timothy,medium,7,59,,339_5,sh_length_mm,18
340,41.4748877,-120.5207161,MDC,Flournoy Pond,,8/24/2020 18:11,JS,30x30cm,none,41605,Swamp Timothy,low,4,121,,340_1,sh_length_mm,4
340,41.4748877,-120.5207161,MDC,Flournoy Pond,,8/24/2020 18:11,JS,30x30cm,none,41605,Swamp Timothy,low,4,121,,340_2,sh_length_mm,2
340,41.4748877,-120.5207161,MDC,Flournoy Pond,,8/24/2020 18:11,JS,30x30cm,none,41605,Swamp Timothy,low,4,121,,340_3,sh_length_mm,4
340,41.4748877,-120.5207161,MDC,Flournoy Pond,,8/24/2020 18:11,JS,30x30cm,none,41605,Swamp Timothy,low,4,121,,340_4,sh_length_mm,6
340,41.4748877,-120.5207161,MDC,Flournoy Pond,,8/24/2020 18:11,JS,30x30cm,none,41605,Swamp Timothy,low,4,121,,340_5,sh_length_mm,8
341,41.47477337,-120.5208571,MDC,Flournoy Pond,,8/24/2020 18:15,JS,5x5cm,none,41605,Swamp Timothy,high,8,42,,341_1,sh_length_mm,14
341,41.47477337,-120.5208571,MDC,Flournoy Pond,,8/24/2020 18:15,JS,5x5cm,none,41605,Swamp Timothy,high,8,42,,341_2,sh_length_mm,26
341,41.47477337,-120.5208571,MDC,Flournoy Pond,,8/24/2020 18:15,JS,5x5cm,none,41605,Swamp Timothy,high,8,42,,341_3,sh_length_mm,18
341,41.47477337,-120.5208571,MDC,Flournoy Pond,,8/24/2020 18:15,JS,5x5cm,none,41605,Swamp Timothy,high,8,42,,341_4,sh_length_mm,6
341,41.47477337,-120.5208571,MDC,Flournoy Pond,,8/24/2020 18:15,JS,5x5cm,none,41605,Swamp Timothy,high,8,42,,341_5,sh_length_mm,26
344,41.48208578,-120.5139592,MDC,Grandma Tract 10,,8/24/2020 19:18,JS,30x30cm,none,41605,Swamp Timothy,low,60,8,,344_1,sh_length_mm,228
344,41.48208578,-120.5139592,MDC,Grandma Tract 10,,8/24/2020 19:18,JS,30x30cm,none,41605,Swamp Timothy,low,60,8,,344_1,f2t_length_mm,30
344,41.48208578,-120.5139592,MDC,Grandma Tract 10,,8/24/2020 19:18,JS,30x30cm,none,41605,Swamp Timothy,low,60,8,,344_2,sh_length_mm,190
344,41.48208578,-120.5139592,MDC,Grandma Tract 10,,8/24/2020 19:18,JS,30x30cm,none,41605,Swamp Timothy,low,60,8,,344_2,f2t_length_mm,18
344,41.48208578,-120.5139592,MDC,Grandma Tract 10,,8/24/2020 19:18,JS,30x30cm,none,41605,Swamp Timothy,low,60,8,,344_3,sh_length_mm,112
344,41.48208578,-120.5139592,MDC,Grandma Tract 10,,8/24/2020 19:18,JS,30x30cm,none,41605,Swamp Timothy,low,60,8,,344_3,f2t_length_mm,20
344,41.48208578,-120.5139592,MDC,Grandma Tract 10,,8/24/2020 19:18,JS,30x30cm,none,41605,Swamp Timothy,low,60,8,,344_4,sh_length_mm,158
344,41.48208578,-120.5139592,MDC,Grandma Tract 10,,8/24/2020 19:18,JS,30x30cm,none,41605,Swamp Timothy,low,60,8,,344_4,f2t_length_mm,30
344,41.48208578,-120.5139592,MDC,Grandma Tract 10,,8/24/2020 19:18,JS,30x30cm,none,41605,Swamp Timothy,low,60,8,,344_5,sh_length_mm,230
344,41.48208578,-120.5139592,MDC,Grandma Tract 10,,8/24/2020 19:18,JS,30x30cm,none,41605,Swamp Timothy,low,60,8,,344_5,f2t_length_mm,30
345,41.48216807,-120.5139676,MDC,Grandma Tract 10,,8/24/2020 19:24,JS,30x30cm,none,41605,Swamp Timothy,low,61,7,,345_1,sh_length_mm,160
345,41.48216807,-120.5139676,MDC,Grandma Tract 10,,8/24/2020 19:24,JS,30x30cm,none,41605,Swamp Timothy,low,61,7,,345_1,f2t_length_mm,54
345,41.48216807,-120.5139676,MDC,Grandma Tract 10,,8/24/2020 19:24,JS,30x30cm,none,41605,Swamp Timothy,low,61,7,,345_2,sh_length_mm,130
345,41.48216807,-120.5139676,MDC,Grandma Tract 10,,8/24/2020 19:24,JS,30x30cm,none,41605,Swamp Timothy,low,61,7,,345_2,f2t_length_mm,22
345,41.48216807,-120.5139676,MDC,Grandma Tract 10,,8/24/2020 19:24,JS,30x30cm,none,41605,Swamp Timothy,low,61,7,,345_3,sh_length_mm,162
345,41.48216807,-120.5139676,MDC,Grandma Tract 10,,8/24/2020 19:24,JS,30x30cm,none,41605,Swamp Timothy,low,61,7,,345_3,f2t_length_mm,52
345,41.48216807,-120.5139676,MDC,Grandma Tract 10,,8/24/2020 19:24,JS,30x30cm,none,41605,Swamp Timothy,low,61,7,,345_4,sh_length_mm,230
345,41.48216807,-120.5139676,MDC,Grandma Tract 10,,8/24/2020 19:24,JS,30x30cm,none,41605,Swamp Timothy,low,61,7,,345_4,f2t_length_mm,60
345,41.48216807,-120.5139676,MDC,Grandma Tract 10,,8/24/2020 19:24,JS,30x30cm,none,41605,Swamp Timothy,low,61,7,,345_5,sh_length_mm,156
345,41.48216807,-120.5139676,MDC,Grandma Tract 10,,8/24/2020 19:24,JS,30x30cm,none,41605,Swamp Timothy,low,61,7,,345_5,f2t_length_mm,28
346,41.4811777,-120.5138394,MDC,Grandma Tract 10,,8/24/2020 19:34,JS,30x30cm,none,502210,Watergrass,medium,51,22,,346_1,sh_length_mm,82
346,41.4811777,-120.5138394,MDC,Grandma Tract 10,,8/24/2020 19:34,JS,30x30cm,none,502210,Watergrass,medium,51,22,,346_1,f2t_length_mm,10
346,41.4811777,-120.5138394,MDC,Grandma Tract 10,,8/24/2020 19:34,JS,30x30cm,none,502210,Watergrass,medium,51,22,,346_2,sh_length_mm,144
346,41.4811777,-120.5138394,MDC,Grandma Tract 10,,8/24/2020 19:34,JS,30x30cm,none,502210,Watergrass,medium,51,22,,346_2,f2t_length_mm,28
346,41.4811777,-120.5138394,MDC,Grandma Tract 10,,8/24/2020 19:34,JS,30x30cm,none,502210,Watergrass,medium,51,22,,346_3,sh_length_mm,102
346,41.4811777,-120.5138394,MDC,Grandma Tract 10,,8/24/2020 19:34,JS,30x30cm,none,502210,Watergrass,medium,51,22,,346_3,f2t_length_mm,20
346,41.4811777,-120.5138394,MDC,Grandma Tract 10,,8/24/2020 19:34,JS,30x30cm,none,502210,Watergrass,medium,51,22,,346_4,sh_length_mm,108
346,41.4811777,-120.5138394,MDC,Grandma Tract 10,,8/24/2020 19:34,JS,30x30cm,none,502210,Watergrass,medium,51,22,,346_4,f2t_length_mm,22
346,41.4811777,-120.5138394,MDC,Grandma Tract 10,,8/24/2020 19:34,JS,30x30cm,none,502210,Watergrass,medium,51,22,,346_5,sh_length_mm,202
346,41.4811777,-120.5138394,MDC,Grandma Tract 10,,8/24/2020 19:34,JS,30x30cm,none,502210,Watergrass,medium,51,22,,346_5,f2t_length_mm,22
347,41.48125695,-120.513859,MDC,Grandma Tract 10,,8/24/2020 19:42,JS,30x30cm,none,502210,Watergrass,medium,58,32,,347_1,sh_length_mm,142
