"","OBJECTID","LIT","Date","Observer","Unit_Name","Subunit_Name","Combined","CirclePlot_Associated","ManagementAction","CommonName","ScientificName","ITIS_TSN","Stratum","PlantHeight","n_seed_heads","Quadrat_Size","seed_head1_F2TLength","seed_head1_Length","seed_head2_F2TLength","seed_head2_Length","seed_head3_F2TLength","seed_head3_Length","seed_head4_F2TLength","seed_head4_Length","seed_head5_F2TLength","seed_head5_Length","Comments","X","Y"
"216",295,"KRN","43684.56944","TB","5B","5B-7","KRN_5B_5B-7","C330","None","Timothy","Crypsis schoenoides",41605,"Med",9,40,"5x5",NA,1,NA,1.6,NA,1.7,NA,1.6,NA,1.4,"",-13315014.62,4264802.482
"217",250,"KRN","43683.74792","LD","4A","4A-7","KRN_4A_4A-7","C232","None","Timothy","Crypsis schoenoides",41605,"Med",3,42,"5x5",NA,1,NA,1,NA,0.9,NA,0.7,NA,0.9,"",-13315413.48,4262818.381
"218",244,"KRN","8/6/19","Jm","4A","4A-5","KRN_4A_4A-5","C231","None","Timothy","Crypsis schoenoides",41605,"High",14,46,"5x5",NA,1,NA,1,NA,0.7,NA,1.1,NA,0.8,"",-13315642.63,4262822.525
"219",300,"KRN","43684.57708","LD","5B","5B-7","KRN_5B_5B-7","C346","None","Timothy","Crypsis schoenoides",41605,"Low",4,47,"30x30",NA,1,NA,1.2,NA,1.1,NA,0.8,NA,0.8,"",-13315076.91,4265073.618
"220",248,"KRN","8/6/19 17:50","JM","4A","4A-5","KRN_4A_4A-5","C229","None","Timothy","Crypsis schoenoides",41605,"High",16,48,"30x30",NA,1,NA,1.4,NA,1.1,NA,1.1,NA,0.8,"",-13315857.06,4262789.82
"221",227,"KRN","8/6/19 15:27","TB","6A","6A-5","KRN_6A_6A-5","C394","None","Timothy","Crypsis schoenoides",41605,"High",22,61,"5x5",NA,1,NA,1.3,NA,1.1,NA,1.4,NA,1.4,"",-13314419.44,4265922.222
"222",224,"KRN","8/6/19 15:19","JM","6A","6A-4","KRN_6A_6A-4","C412","None","Watergrass","Echinochloa crus-galli",502210,"Med",15,64,"5x5",0,1,0,0.9,0,1,0,0.5,0,0.14,"",-13313933.91,4266325.412
"223",468,"KRN","8/9/19","G","14","14B-1","KRN_14_14B-1","C268","None","Timothy","Crypsis schoenoides",41605,"Med",8,67,"5x5",NA,1,NA,0.8,NA,0.6,NA,0.8,NA,0.7,"",-13319197.85,4263702.771
"224",305,"KRN","43684.58958","G","5A","5A-1","KRN_5A_5A-1","C331","None","Timothy","Crypsis schoenoides",41605,"Low",15,92,"15x15",NA,1,NA,1.1,NA,1.2,NA,1.4,NA,0.9,"",-13315974.72,4264872.697
"225",297,"KRN","43684.57361","JM","5A","5A-1","KRN_5A_5A-1","C310","None","Timothy","Crypsis schoenoides",41605,"Low",16,97,"15x15",NA,1,NA,0.5,NA,0.8,NA,0.7,NA,0.4,"",-13316171.39,4264366.53
"226",344,"KRN","8/7/19 16:07","JM","5A","5A-7","KRN_5A_5A-7","C311","None","Timothy","Crypsis schoenoides",41605,"Low",3.5,108,"15x15",NA,1,NA,1,NA,1.1,NA,0.8,NA,1,"",-13315023.43,4264316.389
"227",480,"KRN","8/9/19 15:45","G","14","14D-1","KRN_14_14D-1","C312","None","Timothy","Crypsis schoenoides",41605,"Low",8,142,"15x15",NA,1,NA,0.73,NA,1,NA,0.9,NA,0.9,"",-13318284.06,4264506.046
"228",249,"KRN","8/6/19 17:53","TB","4A","4A-7","KRN_4A_4A-7","C232","Mowed","Timothy","Crypsis schoenoides",41605,"Low",9.5,10,"5x5",NA,1.1,NA,0.6,NA,1.1,NA,1,NA,1,"",-13315416.56,4262814.864
"229",360,"KRN","8/7/19 17:00","G","6A","6A-2","KRN_6A_6A-2","C393","None","Timothy","Crypsis schoenoides",41605,"High",22,14,"5x5",NA,1.1,NA,1.2,NA,1.2,NA,1.1,NA,1.2,"",-13315079.34,4265888.721
"230",337,"KRN","8/7/19 15:45","TB","5B","5B-3","KRN_5B_5B-3","C356","None","Timothy","Crypsis schoenoides",41605,"Low",24,17,"5x5",NA,1.1,NA,1.8,NA,1.2,NA,1.1,NA,1.2,"",-13315873.35,4265279.595
"231",465,"KRN","8/9/19 13:50","LD","14","14G-1","KRN_14_14G-1","C410","None","Timothy","Crypsis schoenoides",41605,"Low",4,25,"5x5",NA,1.1,NA,0.9,NA,1.1,NA,0.9,NA,0.8,"",-13319245.22,4266434.336
"232",310,"KRN","43684.59792","G","5A","5A-3","KRN_5A_5A-3","C323","None","Timothy","Crypsis schoenoides",41605,"Med",28,27,"5x5",NA,1.1,NA,1.4,NA,1,NA,1,NA,1.3,"",-13315707.53,4264697.759
"233",479,"KRN","8/9/19 15:46","JM","14","14D-1","KRN_14_14D-1","C312","None","Timothy","Crypsis schoenoides",41605,"Low",14,35,"5x5",NA,1.1,NA,1.2,NA,1.3,NA,1.4,NA,0.9,"",-13318280.13,4264511.133
"234",267,"KRN","8/6/19 18:23","TB","4A","4A-2","KRN_4A_4A-2","C230","None","Timothy","Crypsis schoenoides",41605,"Med",11,40,"5x5",NA,1.1,NA,1,NA,2,NA,1.7,NA,1,"",-13316112.64,4262834.507
"235",282,"KRN","8/6/19 19:17","TB","4B","4B-4","KRN_4B_4B-4","C203","None","Timothy","Crypsis schoenoides",41605,"Med",16,41,"5x5",NA,1.1,NA,1.4,NA,1.6,NA,1.5,NA,1.1,"",-13315559.5,4261977.017
"236",299,"KRN","43684.575","LD","5B","5B-7","KRN_5B_5B-7","C346","None","Timothy","Crypsis schoenoides",41605,"Low",5,47,"5x5",NA,1.1,NA,1.1,NA,1.2,NA,1,NA,1.1,"",-13315080.19,4265065.628
"237",324,"KRN","8/7/19 15:02","G","5A","5A-4","KRN_5A_5A-4","C297","None","Timothy","Crypsis schoenoides",41605,"Low",3,47,"5x5",NA,1.1,NA,0.9,NA,1,NA,1,NA,0.9,"",-13315859.19,4264120.068
"238",274,"KRN","8/6/19 18:46","LF","4A","4A-2","KRN_4A_4A-2","C246","None","Timothy","Crypsis schoenoides",41605,"High",8,56,"5x5",NA,1.1,NA,1.1,NA,1.1,NA,0.9,NA,1,"",-13316251.76,4263115.185
"239",476,"KRN","8/9/19 15:02","JM","14","14C-1","KRN_14_14C-1","C318","None","Timothy","Crypsis schoenoides",41605,"Med",9,62,"30x30",NA,1.1,NA,0.9,NA,0.8,NA,0.6,NA,1.3,"",-13319323.94,4264652.093
"240",247,"KRN","8/6/19 17:48","JM","4A","4A-5","KRN_4A_4A-5","C229","None","Timothy","Crypsis schoenoides",41605,"Med",7.5,71,"30x30",NA,1.1,NA,1.1,NA,0.9,NA,0.6,NA,1,"",-13315857.12,4262791.338
"241",232,"KRN","8/6/19 15:46","GG","6A","6A-4","KRN_6A_6A-4","C414","None","Timothy","Crypsis schoenoides",41605,"Med",25,94,"5x5",NA,1.1,NA,1.5,NA,1.1,NA,0.8,NA,1.2,"",-13314289.47,4266409.571
"242",234,"KRN","8/6/19 16:25","JM","4B","4B-1","KRN_4B_4B-1","C214","Mowed","Timothy","Crypsis schoenoides",41605,"Low",16,122,"15x15",NA,1.1,NA,2,NA,1.3,NA,1,NA,1.4,"",-13316211.57,4262264.069
"243",298,"KRN","43684.575","Geoff","5A","5A-1","KRN_5A_5A-1","C310","None","Timothy","Crypsis schoenoides",41605,"Low",3,137,"15x15",NA,1.1,NA,1,NA,1,NA,1,NA,0.9,"",-13316165.09,4264377.376
"244",333,"KRN","8/7/19 15:30","LD","5B","5B-3","KRN_5B_5B-3","C378","None","Timothy","Crypsis schoenoides",41605,"Med",3,27,"5x5",NA,1.2,NA,1,NA,1.1,NA,1.1,NA,1.2,"",-13315759.27,4265647.369
"245",321,"KRN","8/7/19","JM","5A","5A-4","KRN_5A_5A-4","C307","None","Timothy","Crypsis schoenoides",41605,"Med",25,36,"5x5",NA,1.2,NA,0.5,NA,0.6,NA,0.7,NA,1.2,"",-13315991.82,4264316.464
"246",271,"KRN","8/6/19 18:35","LD","4A","4A-2","KRN_4A_4A-2","C241","None","Timothy","Crypsis schoenoides",41605,"High",24,38,"5x5",NA,1.2,NA,1.4,NA,1.4,NA,1.6,NA,1.5,"",-13316112.61,4263027.678
"247",327,"KRN","8/7/19 15:08","LD","5B","5B-5","KRN_5B_5B-5","C350","None","Timothy","Crypsis schoenoides",41605,"Low",3.5,42,"5x5",NA,1.2,NA,0.9,NA,1.2,NA,1,NA,1.1,"",-13315322.9,4265149.438
"248",308,"KRN","43684.58958","LD","5B","5B-6","KRN_5B_5B-6","C374","None","Timothy","Crypsis schoenoides",41605,"Low",9,46,"30x30",NA,1.2,NA,0.9,NA,0.9,NA,1.1,NA,1.2,"",-13314947.16,4265507.913
"249",325,"KRN","8/7/19 15:05","LD","5B","5B-5","KRN_5B_5B-5","C350","None","Timothy","Crypsis schoenoides",41605,"High",20,49,"5x5",NA,1.2,NA,1.6,NA,1.3,NA,1.6,NA,1.5,"",-13315325.57,4265151.795
"250",340,"KRN","8/7/19 15:54","LD","5B","5B-2","KRN_5B_5B-2","C359","None","Timothy","Crypsis schoenoides",41605,"Low",35,49,"15x15",NA,1.2,NA,1.4,NA,1.6,NA,1.2,NA,2.2,"",-13316028.65,4265357.693
"251",341,"KRN","8/7/19 15:56","G","5A","5A-5","KRN_5A_5A-5","C320","None","Timothy","Crypsis schoenoides",41605,"Low",4,57,"15x15",NA,1.2,NA,1,NA,0.8,NA,1.2,NA,0.8,"",-13315164.46,4264563.143
"252",317,"KRN","8/7/19","JM","5A","5A-3","KRN_5A_5A-3","C317","None","Timothy","Crypsis schoenoides",41605,"Low",2,60,"15x15",NA,1.2,NA,0.5,NA,0.6,NA,0.7,NA,1.2,"",-13315915.59,4264502.058
"253",375,"KRN","43684.77361","TB","14","14A-2","KRN_14_14A-2","C223","None","Timothy","Crypsis schoenoides",41605,"Low",9,62,"15x15",NA,1.2,NA,1.1,NA,0.7,NA,1.1,NA,1.3,"",-13318259.46,4262684.829
"254",357,"KRN","8/7/19 16:52","TB","5B","5B-1","KRN_5B_5B-1","C381","None","Timothy","Crypsis schoenoides",41605,"High",11,65,"5x5",NA,1.2,NA,1.2,NA,1.4,NA,1.3,NA,1.2,"",-13316214.79,4265708.294
"255",475,"KRN","8/9/19 15:03","G","14","14C-1","KRN_14_14C-1","C318","None","Timothy","Crypsis schoenoides",41605,"Low",10,98,"15x15",NA,1.2,NA,0.8,NA,1.3,NA,1.4,NA,1.3,"",-13319299.85,4264654.605
"256",373,"KRN","43684.75903","JM","14","14A-2","KRN_14_14A-2","C217","None","Timothy","Crypsis schoenoides",41605,"Low",6,111,"15x15",NA,1.2,NA,1.2,NA,1.1,NA,1,NA,0.9,"",-13318012.89,4262504.53
"257",330,"KRN","8/7/19 15:22","TB","5B","5B-3","KRN_5B_5B-3","C365","None","Timothy","Crypsis schoenoides",41605,"Low",18,22,"5x5",NA,1.3,NA,1.5,NA,1.2,NA,1.3,NA,1.2,"",-13315679.87,4265463.682
"258",296,"KRN","43684.57083","TB","5B","5B-7","KRN_5B_5B-7","C330","None","Timothy","Crypsis schoenoides",41605,"Med",20,26,"5x5",NA,1.3,NA,1.3,NA,1.2,NA,1.4,NA,1.4,"",-13315016.9,4264804.149
"259",266,"KRN","8/6/19 18:19","TB","4A","4A-2","KRN_4A_4A-2","C230","None","Timothy","Crypsis schoenoides",41605,"High",15.5,44,"5x5",NA,1.3,NA,1.7,NA,1.6,NA,1.1,NA,1.3,"",-13316114.43,4262834.656
"260",245,"KRN","8/6/19 17:33","JM","4A","4A-5","KRN_4A_4A-5","C231","None","Timothy","Crypsis schoenoides",41605,"Med",5,63,"5x5",NA,1.3,NA,0.9,NA,0.9,NA,0.8,NA,1,"",-13315651.03,4262808.727
"261",277,"KRN","8/6/19 18:53","JM","4A","4A-1","KRN_4A_4A-1","C249","None","Timothy","Crypsis schoenoides",41605,"Med",14,111,"15x15",NA,1.3,NA,0.8,NA,1,NA,0.7,NA,1.5,"",-13316437.88,4263188.084
"262",347,"KRN","8/7/19 16:14","LD","5B","5B-2","KRN_5B_5B-2","C343","None","Timothy","Crypsis schoenoides",41605,"Low",46,10,"15x15",NA,1.4,NA,1.5,NA,0.9,NA,1.3,NA,0.6,"",-13316116.64,4265027.215
"263",225,"KRN","8/6/19 15:19","LD","6A","6A-5","KRN_6A_6A-5","C398","None","Timothy","Crypsis schoenoides",41605,"Low",9,12,"5x5",NA,1.4,NA,0.9,NA,1,NA,1.2,NA,0.9,"",-13314235.94,4265953.545
"264",342,"KRN","8/7/19 15:56","LD","5B","5B-2","KRN_5B_5B-2","C359","None","Timothy","Crypsis schoenoides",41605,"Low",50,22,"15x15",NA,1.4,NA,1.3,NA,1.7,NA,1.3,NA,2.1,"",-13316026.48,4265366.637
"265",338,"KRN","8/7/19 15:46","TB","5B","5B-3","KRN_5B_5B-3","C356","None","Timothy","Crypsis schoenoides",41605,"Low",32,55,"15x15",NA,1.4,NA,1.4,NA,1.6,NA,1.6,NA,1.6,"",-13315881.68,4265274.715
"266",239,"KRN","8/6/19 16:57","JM","4B","4B-1","KRN_4B_4B-1","C209","None","Timothy","Crypsis schoenoides",41605,"Med",11,57,"5x5",NA,1.4,NA,0.9,NA,1.1,NA,0.9,NA,1.3,"",-13316550.89,4262156.141
"267",366,"KRN","43684.72014","TB","6A","6A-1","KRN_6A_6A-1","C407","None","Timothy","Crypsis schoenoides",41605,"Low",4,61,"15x15",NA,1.4,NA,1.5,NA,1.5,NA,0.9,NA,1.1,"",-13315399.21,4266233.608
"268",283,"KRN","8/6/19 19:32","LD","4A","4A-3","KRN_4A_4A-3","C281","Mowed","Timothy","Crypsis schoenoides",41605,"Low",7,17,"5x5",NA,1.5,NA,1.9,NA,2.2,NA,2.6,NA,2.6,"",-13315449.43,4263781.208
"269",269,"KRN","8/6/19 18:28","JM","4A","4A-1","KRN_4A_4A-1","C280","None","Timothy","Crypsis schoenoides",41605,"High",20,22,"5x5",NA,1.5,NA,1.6,NA,1.3,NA,1.3,NA,1.3,"",-13316189.93,4263818.49
"270",470,"KRN","8/9/19 14:12","LD","14","14G-1","KRN_14_14G-1","C385","None","Timothy","Crypsis schoenoides",41605,"Low",5.5,25,"5x5",NA,1.5,NA,0.7,NA,0.8,NA,0.9,NA,1,"",-13318444.46,4265847.695
"271",304,"KRN","43684.58333","TB","5B","5B-7","KRN_5B_5B-7","C358","None","Timothy","Crypsis schoenoides",41605,"High",18,31,"5x5",NA,1.5,NA,1.4,NA,1.9,NA,1.6,NA,1.6,"",-13314953.74,4265294.799
"272",474,"KRN","8/9/19 14:37","G","14","14C-1","KRN_14_14C-1","C304","None","Timothy","Crypsis schoenoides",41605,"Low",13,34,"15x15",NA,1.5,NA,1,NA,1,NA,1.2,NA,0.9,"",-13318919.09,4264391.371
"273",302,"KRN","43684.58125","TB","5B","5B-7","KRN_5B_5B-7","C358","None","Timothy","Crypsis schoenoides",41605,"Med",6.5,38,"5x5",NA,1.5,NA,1.3,NA,1.5,NA,1.2,NA,1.6,"",-13314962.35,4265286.705
"274",275,"KRN","8/6/19 18:49","LD","4A","4A-2","KRN_4A_4A-2","C246","None","Timothy","Crypsis schoenoides",41605,"High",12,63,"5x5",NA,1.5,NA,1.1,NA,1.3,NA,1.5,NA,1.3,"",-13316255.69,4263114.875
"275",229,"KRN","8/6/19 15:31","TB","6A","6A-5","KRN_6A_6A-5","C394","None","Timothy","Crypsis schoenoides",41605,"Low",38,78,"15x15",NA,1.5,NA,1.6,NA,1.7,NA,1.4,NA,1.4,"",-13314414.84,4265937.26
"276",362,"KRN","8/7/19 17:08","LD","6A","6A-1","KRN_6A_6A-1","C395","None","Timothy","Crypsis schoenoides",41605,"Low",3.5,116,"15x15",NA,1.5,NA,1.1,NA,1.4,NA,1,NA,1.4,"",-13315507.98,4266009.833
"277",371,"KRN","43684.72986","LD","6A","6A-1","KRN_6A_6A-1","C416","None","Timothy","Crypsis schoenoides",41605,"Low",19,12,"5x5",NA,1.6,NA,1.7,NA,1.7,NA,1.7,NA,1.2,"",-13315216.37,4266478.956
"278",329,"KRN","8/7/19 15:20","TB","5B","5B-3","KRN_5B_5B-3","C365","None","Timothy","Crypsis schoenoides",41605,"Med",27,34,"5x5",NA,1.6,NA,1.2,NA,1.9,NA,1.5,NA,1.4," ",-13315682.35,4265462.664
"279",352,"KRN","8/7/19 16:29","TB","5B","5B-1","KRN_5B_5B-1","C361","None","Timothy","Crypsis schoenoides",41605,"High",13,58,"5x5",NA,1.6,NA,1.5,NA,1.2,NA,1.6,NA,1.2,"",-13316211.31,4265445.282
"280",236,"KRN","8/6/19 16:46","TB","4B","4B-2","KRN_4B_4B-2","C205","None","Timothy","Crypsis schoenoides",41605,"Med",4.5,21,"5x5",NA,1.7,NA,1.6,NA,1.5,NA,0.9,NA,1.8,"",-13315842.77,4262018.384
"281",462,"KRN","8/9/19 13:43","TB","14","14G-1","KRN_14_14G-1","C388","None","Timothy","Crypsis schoenoides",41605,"Low",12,25,"5x5",NA,1.7,NA,1.4,NA,0.9,NA,1.6,NA,1,"",-13319267.8,4265909.174
"282",364,"KRN","8/7/19","TB","6A","6A-1","KRN_6A_6A-1","C407","None","Timothy","Crypsis schoenoides",41605,"Low",3.5,72,"15x15",NA,1.7,NA,1,NA,0.4,NA,1.1,NA,1,"",-13315406.3,4266231.274
"283",320,"KRN","8/7/19 14:44","TB","5B","5B-5","KRN_5B_5B-5","C389","None","Timothy","Crypsis schoenoides",41605,"Low",67,29,"5x5",NA,1.8,NA,1,NA,1.9,NA,1.2,NA,1.5,"",-13315351.91,4265782.763
"284",372,"KRN","43684.73056","LD","6A","6A-1","KRN_6A_6A-1","C416","None","Timothy","Crypsis schoenoides",41605,"High",18,64,"5x5",NA,1.9,NA,1.5,NA,1.2,NA,1.8,NA,1.4,"",-13315214.11,4266476.962
"285",335,"KRN","8/7/19 15:44","JM","5A","5A-5","KRN_5A_5A-5","C333","None","Timothy","Crypsis schoenoides",41605,"High",22,35,"5x5",NA,2.1,NA,1,NA,1.3,NA,1.4,NA,1.5,"",-13315410.38,4264861.075
"286",314,"KRN","43684.60069","LD","5B","5B-6","KRN_5B_5B-6","C390","None","Timothy","Crypsis schoenoides",41605,"Med",25,26,"5x5",NA,2.3,NA,1.4,NA,1.5,NA,1.6,NA,1.4,"",-13314576.66,4265752.723
"287",230,"KRN","43683.65069","JM","6A","6A-4","KRN_6A_6A-4","C415","None","Timothy","Crypsis schoenoides",41605,"Low",29,13,"15x15",NA,2.5,NA,1.7,NA,1.6,NA,1.5,NA,1.4,"",-13314164.49,4266393.147
"288",238,"KRN","43683.70556","TB","4B","4B-2","KRN_4B_4B-2","C220","None","Watergrass","Echinochloa crus-galli",502210,"High",19,5,"15x15",0,3.8,0,6.3,2.9,4.2,0,3.4,0,4.8,"Flag to tip 1,3,4,5 were mowed",-13315757.62,4262416.448
"289",220,"KRN","8/6/19 14:55","JM","6A","6A-5","KRN_6A_6A-5","C408","None","Watergrass","Echinochloa crus-galli",502210,"Low",5,120,"30x30",0,6.5,0,6.5,0,7,0,6.5,0,6,"",-13314017,4266175.991
"290",358,"KRN","8/7/19 16:53","TB","5B","5B-1","KRN_5B_5B-1","C381","None","Timothy","Crypsis schoenoides",41605,"Med",5,52,"5x5",NA,0.9,NA,1.1,NA,1.2,NA,1,NA,1,"",-13316198.23,4265705.271
"291",460,"PIX","8/8/19","LD","1","1","PIX_1_1","C467","None","Timothy","Crypsis schoenoides",41605,"Low",0,0,"30x30",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",-13291357.76,4288769.525
"292",413,"PIX","8/8/19 15:24","JM","3","3","PIX_3_3","C470","None","Timothy","Crypsis schoenoides",41605,"Med",11.5,108,"5x5",NA,0.2,NA,0.3,NA,0.4,NA,0.7,NA,0.6,"",-13290486.99,4288803.943
"293",399,"PIX","43685.61875","JM","4A","4A","PIX_4A_4A","C507","None","Timothy","Crypsis schoenoides",41605,"Low",25,39,"5x5",NA,0.3,NA,0.7,NA,0.4,NA,0.5,NA,0.7,"WG Ct:7  f2t: 8.3,12.2,6.5,7.0,8.2  pan:3.3,5.0,3.0,2.5,4.5",-13290270.14,4289599.416
"294",414,"PIX","8/8/19","G","3","3","PIX_3_3","C470","None","Timothy","Crypsis schoenoides",41605,"Low",0.5,98,"5x5",NA,0.3,NA,0.4,NA,0.4,NA,0.5,NA,0.5,"",-13290463.69,4288795.303
"295",395,"PIX","8/8/19","JM","4","4","PIX_4_4","C508","None","Timothy","Crypsis schoenoides",41605,"Med",7,217,"5x5",NA,0.3,NA,0.7,NA,0.3,NA,0.2,NA,0.8,"",-13289961.19,4289589.98
"296",385,"PIX","43685.5875","JM","4","4","PIX_4_4","C485","None","Timothy","Crypsis schoenoides",41605,"Med",3,103,"5x5",NA,0.4,NA,0.3,NA,0.2,NA,0.5,NA,0.2,"",-13289938.41,4289092.25
"297",449,"PIX","8/8/19 17:00","JM","2A","2A","PIX_2A_2A","C468","None","Timothy","Crypsis schoenoides",41605,"Med",11,29,"30x30",NA,0.7,NA,1.4,NA,0.7,NA,1.5,NA,0.8,"",-13291110.8,4288770.556
"298",453,"PIX","8/8/19 17:10","JM","2A","2A","PIX_2A_2A","C477","None","Timothy","Crypsis schoenoides",41605,"Low",5.5,42,"5x5",NA,0.7,NA,0.4,NA,1,NA,0.8,NA,0.2,"",-13291431.39,4288979.943
"299",402,"PIX","8/8/19","G","4A","4A","PIX_4A_4A","C496","None","Timothy","Crypsis schoenoides",41605,"Low",3,66,"5x5",NA,0.7,NA,0.7,NA,0.7,NA,0.7,NA,0.8,"",-13290050.4,4289314.195
"300",420,"PIX","8/8/19 15:35","G","3","3","PIX_3_3","C480","None","Timothy","Crypsis schoenoides",41605,"Med",13,97,"5x5",NA,0.7,NA,0.7,NA,1.1,NA,1.2,NA,1.3,"",-13290757.94,4288970.369
"301",426,"PIX","8/8/19 15:49","G","3","3","PIX_3_3","C482","None","Timothy","Crypsis schoenoides",41605,"Med",11,49,"5x5",NA,0.8,NA,1.5,NA,1,NA,1.1,NA,1,"",-13290495.46,4289089.468
"302",433,"PIX","8/8/19 16:12","JM","3A","3A","PIX_3A_3A","C504","None","Timothy","Crypsis schoenoides",41605,"Low",6,70,"5x5",NA,0.8,NA,2.2,NA,1,NA,0.8,NA,0.7,"",-13290561.57,4289568.901
"303",441,"PIX","8/8/19 16:32","JM","2","2","PIX_2_2","C505","None","Timothy","Crypsis schoenoides",41605,"Low",3,71,"15x15",NA,0.8,NA,1.2,NA,1.2,NA,1.3,NA,1.9,"",-13291440.57,4289642.225
"304",434,"PIX","8/8/19 16:11","G","3A","3A","PIX_3A_3A","C504","None","Timothy","Crypsis schoenoides",41605,"Low",4,83,"5x5",NA,0.8,NA,2.2,NA,1,NA,0.8,NA,0.7,"",-13290560.56,4289584.162
"305",457,"PIX","8/8/19 17:20","TB","1","1","PIX_1_1","C500","None","Timothy","Crypsis schoenoides",41605,"Med",6,13,"5x5",NA,0.9,NA,1.1,NA,1,NA,1.3,NA,1,"",-13292620.32,4289575.86
"306",448,"PIX","8/8/19 16:52","G","2","2","PIX_2_2","C478","None","Timothy","Crypsis schoenoides",41605,"Low",5,31,"5x5",NA,0.9,NA,1.2,NA,1.2,NA,1.3,NA,1.4,"",-13291015.05,4288956.175
"307",454,"PIX","8/8/19 17:13","G","2A","2A","PIX_2A_2A","C477","None","Timothy","Crypsis schoenoides",41605,"Low",7,32,"5x5",NA,0.9,NA,1.2,NA,1.4,NA,1.1,NA,0.6,"",-13291432.07,4288971.947
"308",408,"PIX","8/8/19 15:09","G","4A","4A","PIX_4A_4A","C474","None","Timothy","Crypsis schoenoides",41605,"Low",5,33,"30x30",NA,0.9,NA,0.8,NA,0.7,NA,1,NA,0.9,"",-13290016.92,4288843.316
"309",440,"PIX","8/8/19 16:23","G","3A","3A","PIX_3A_3A","C503","None","Timothy","Crypsis schoenoides",41605,"Low",5,37,"5x5",NA,0.9,NA,1,NA,1.1,NA,0.8,NA,0.5,"",-13291149.11,4289581.915
"310",386,"PIX","8/8/19 14:08","G","4","4","PIX_4_4","C485","None","Timothy","Crypsis schoenoides",41605,"Low",9,52,"30x30",NA,0.9,NA,1.3,NA,1.5,NA,0.5,NA,0.5,"",-13289900.41,4289095.597
"311",455,"PIX","8/8/19 17:23","JM","2A","2A","PIX_2A_2A","C492","None","Timothy","Crypsis schoenoides",41605,"Med",5.5,67,"5x5",NA,0.9,NA,1.6,NA,0.7,NA,1.3,NA,0.9,"",-13291677.17,4289349.998
"312",444,"PIX","8/8/19","G","2","2","PIX_2_2","C493","None","Timothy","Crypsis schoenoides",41605,"Low",5,72,"5x5",NA,0.9,NA,0.8,NA,0.7,NA,0.8,NA,1,"",-13291400.33,4289339.001
"313",456,"PIX","8/8/19 17:22","G","2A","2A","PIX_2A_2A","C492","None","Timothy","Crypsis schoenoides",41605,"Low",6,40,"5x5",NA,1,NA,0.6,NA,1,NA,0.8,NA,1,"",-13291676.01,4289358.553
"314",438,"PIX","8/8/19 16:24","LD","7B","7B","PIX_7B_7B","C434","None","Timothy","Crypsis schoenoides",41605,"Low",4.5,57,"5x5",NA,1,NA,1.1,NA,1.4,NA,1.5,NA,1,"",-13290277.43,4287964.13
"315",406,"PIX","8/8/19 15:07","LD","8B","8B","PIX_8B_8B","C437","None","Timothy","Crypsis schoenoides",41605,"Low",6,58,"5x5",NA,1,NA,1.1,NA,1,NA,1.2,NA,1,"",-13289837.65,4288059.844
"316",405,"PIX","8/8/19 15:05","LD","8B","8B","PIX_8B_8B","C437","None","Timothy","Crypsis schoenoides",41605,"Low",3,63,"5x5",NA,1,NA,0.9,NA,0.8,NA,0.7,NA,0.9,"",-13289834.75,4288058.508
"317",428,"PIX","8/8/19 16:01","G","3A","3A","PIX_3A_3A","C495","None","Timothy","Crypsis schoenoides",41605,"High",14,64,"5x5",NA,1,NA,1.3,NA,0.9,NA,1.3,NA,0.9,"",-13290664.32,4289338.114
"318",442,"PIX","8/8/19 16:34","G","2","2","PIX_2_2","C505","None","Timothy","Crypsis schoenoides",41605,"Low",4,64,"5x5",NA,1,NA,0.7,NA,1.1,NA,1,NA,0.8,"",-13291448.18,4289629.88
"319",396,"PIX","8/8/19","G","4","4","PIX_4_4","C508","None","Timothy","Crypsis schoenoides",41605,"High",14,68,"5x5",NA,1,NA,0.6,NA,0.7,NA,0.8,NA,0.9,"",-13289959.57,4289590.447
"320",383,"PIX","8/8/19 14:07","LD","9A","9A","PIX_9A_9A","C458","None","Timothy","Crypsis schoenoides",41605,"Med",12,22,"5x5",NA,1.1,NA,1.8,NA,1.3,NA,1.5,NA,1.3,"",-13289637.09,4288463.306
"321",404,"PIX","8/8/19 15:00","TB","8B","8B","PIX_8B_8B","C427","None","Timothy","Crypsis schoenoides",41605,"Low",5,34,"5x5",NA,1.1,NA,1.2,NA,0.9,NA,1.3,NA,1.2,"",-13289882.85,4287833.921
"322",407,"PIX","8/8/19 15:08","JM","4A","4A","PIX_4A_4A","C474","None","Timothy","Crypsis schoenoides",41605,"High",16,55,"5x5",NA,1.1,NA,0.9,NA,1.1,NA,0.7,NA,1.5,"",-13290019.14,4288845.896
"323",389,"PIX","8/8/19 14:16","JM","4","4","PIX_4_4","C491","None","Timothy","Crypsis schoenoides",41605,"Low",7.5,58,"15x15",NA,1.1,NA,0.9,NA,2,NA,1.4,NA,1.9,"",-13289811.86,4289251.577
"324",422,"PIX","8/8/19 15:46","TB","7A","7A","PIX_7A_7A","C463","None","Timothy","Crypsis schoenoides",41605,"Med",12,61,"5x5",NA,1.1,NA,1.4,NA,1.3,NA,1.5,NA,1.3,"",-13290742.27,4288625.827
